Samples,Xpos,Ypos,Pow,NebMode
425,4.082271175554396,0.448070561035081,-1.1967658677864073,0
426,4.0771556315254,0.448070561035081,-1.1967658677864073,0
427,4.082271175554396,0.448070561035081,-1.1967658677864073,0
428,4.072040087496401,0.448070561035081,-1.1967658677864073,0
429,4.0771556315254,0.45316473579088523,-1.1967658677864073,0
430,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
431,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
432,4.087386719583396,0.45316473579088523,-1.191644943495195,0
433,4.087386719583396,0.45316473579088523,-1.191644943495195,0
434,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
435,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
436,4.087386719583396,0.4582589105466912,-1.1967658677864073,0
437,4.087386719583396,0.4582589105466912,-1.191644943495195,0
438,4.087386719583396,0.45316473579088523,-1.191644943495195,0
439,4.087386719583396,0.45316473579088523,-1.191644943495195,0
440,4.087386719583396,0.4633530853024954,-1.1865240192039863,0
441,4.0771556315254,0.448070561035081,-1.191644943495195,0
442,4.072040087496401,0.448070561035081,-1.1967658677864073,0
443,4.087386719583396,0.45316473579088523,-1.191644943495195,0
444,4.087386719583396,0.4582589105466912,-1.191644943495195,0
445,4.087386719583396,0.4633530853024954,-1.1865240192039863,0
446,4.082271175554396,0.4582589105466912,-1.191644943495195,0
447,4.087386719583396,0.4582589105466912,-1.191644943495195,0
448,4.082271175554396,0.45316473579088523,-1.191644943495195,0
449,4.087386719583396,0.45316473579088523,-1.191644943495195,0
450,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
451,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
452,4.082271175554396,0.45316473579088523,-1.191644943495195,0
453,4.087386719583396,0.45316473579088523,-1.191644943495195,0
454,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
455,4.0771556315254,0.448070561035081,-1.191644943495195,0
